s,a,r,sp
6E2519_23,w,0.0,6E2519_22
6E2519_23,b,23.815194093831863,travel
6E2176_23,w,0.0,6E2176_22
6E2176_23,b,23.815194093831863,travel
6E2075_23,w,0.0,6E2075_22
6E2075_23,b,23.815194093831863,travel
6E2328_23,w,0.0,6E2328_22
6E2328_23,b,23.815194093831863,travel
6E2016_23,w,0.0,6E2016_22
6E2016_23,b,23.815194093831863,travel
UK929_15,w,0.0,UK929_14
UK929_15,b,23.679848448969928,travel
6E6475_8,w,0.0,6E6475_7
6E6475_8,b,23.663038334122103,travel
6E6034_8,w,0.0,6E6034_7
6E6034_8,b,23.663038334122103,travel
6E2033_17,w,0.0,6E2033_16
6E2033_17,b,23.663038334122103,travel
6E2033_17,w,0.0,6E2033_16
6E2033_17,b,23.663038334122103,travel
UK959_15,w,0.0,UK959_14
UK959_15,b,23.5626767200754,travel
UK969_15,w,0.0,UK969_14
UK969_15,b,23.5626767200754,travel
UK929_15,w,0.0,UK929_14
UK929_15,b,23.5626767200754,travel
UK959_16,w,0.0,UK959_15
UK959_16,b,23.5626767200754,travel
UK969_16,w,0.0,UK969_15
UK969_16,b,23.5626767200754,travel
UK979_16,w,0.0,UK979_15
UK979_16,b,23.5626767200754,travel
UK959_17,w,0.0,UK959_16
UK959_17,b,23.5626767200754,travel
UK969_17,w,0.0,UK969_16
UK969_17,b,23.5626767200754,travel
QP1128_15,w,0.0,QP1128_14
QP1128_15,b,23.51834430856068,travel
UK969_15,w,0.0,UK969_14
UK969_15,b,23.391812865497077,travel
UK969_16,w,0.0,UK969_15
UK969_16,b,23.391812865497077,travel
UK979_16,w,0.0,UK979_15
UK979_16,b,23.391812865497077,travel
UK969_17,w,0.0,UK969_16
UK969_17,b,23.391812865497077,travel
UK943_13,w,0.0,UK943_12
UK943_13,b,23.33177788147457,travel
UK963_16,w,0.0,UK963_15
UK963_16,b,23.33177788147457,travel
QP1128_18,w,0.0,QP1128_17
QP1128_18,b,23.28830926874709,travel
QP1128_21,w,0.0,QP1128_20
QP1128_21,b,23.28830926874709,travel
QP1128_22,w,0.0,QP1128_21
QP1128_22,b,23.28830926874709,travel
QP1128_23,w,0.0,QP1128_22
QP1128_23,b,23.28830926874709,travel
QP1128_24,w,0.0,QP1128_23
QP1128_24,b,23.28830926874709,travel
AI887_9,w,0.0,AI887_8
AI887_9,b,23.277467411545622,travel
AI887_11,w,0.0,AI887_10
AI887_11,b,23.277467411545622,travel
AI665_11,w,0.0,AI665_10
AI665_11,b,23.277467411545622,travel
AI887_13,w,0.0,AI887_12
AI887_13,b,23.277467411545622,travel
AI814_14,w,0.0,AI814_13
AI814_14,b,23.277467411545622,travel
AI887_15,w,0.0,AI887_14
AI887_15,b,23.277467411545622,travel
AI605_15,w,0.0,AI605_14
AI605_15,b,23.277467411545622,travel
AI665_15,w,0.0,AI665_14
AI665_15,b,23.277467411545622,travel
AI678_15,w,0.0,AI678_14
AI678_15,b,23.277467411545622,travel
AI441_15,w,0.0,AI441_14
AI441_15,b,23.277467411545622,travel
UK969_15,w,0.0,UK969_14
UK969_15,b,23.277467411545622,travel
AI887_16,w,0.0,AI887_15
AI887_16,b,23.277467411545622,travel
AI665_16,w,0.0,AI665_15
AI665_16,b,23.277467411545622,travel
AI678_16,w,0.0,AI678_15
AI678_16,b,23.277467411545622,travel
UK979_16,w,0.0,UK979_15
UK979_16,b,23.277467411545622,travel
AI887_17,w,0.0,AI887_16
AI887_17,b,23.277467411545622,travel
UK969_17,w,0.0,UK969_16
UK969_17,b,23.277467411545622,travel
6E6034_8,w,0.0,6E6034_7
6E6034_8,b,23.169601482854496,travel
6E6034_9,w,0.0,6E6034_8
6E6034_9,b,23.169601482854496,travel
6E6475_10,w,0.0,6E6475_9
6E6475_10,b,23.169601482854496,travel
6E6034_10,w,0.0,6E6034_9
6E6034_10,b,23.169601482854496,travel
6E6034_10,w,0.0,6E6034_9
6E6034_10,b,23.169601482854496,travel
6E2033_11,w,0.0,6E2033_10
6E2033_11,b,23.169601482854496,travel
6E6475_11,w,0.0,6E6475_10
6E6475_11,b,23.169601482854496,travel
6E6034_15,w,0.0,6E6034_14
6E6034_15,b,23.169601482854496,travel
6E6034_17,w,0.0,6E6034_16
6E6034_17,b,23.169601482854496,travel
6E2033_17,w,0.0,6E2033_16
6E2033_17,b,23.169601482854496,travel
UK941_15,w,0.0,UK941_14
UK941_15,b,23.05209774089442,travel
UK927_16,w,0.0,UK927_15
UK927_16,b,23.05209774089442,travel
UK985_17,w,0.0,UK985_16
UK985_17,b,23.05209774089442,travel
QP1128_26,w,0.0,QP1128_25
QP1128_26,b,23.046784973496198,travel
I5743_3,w,0.0,I5743_2
I5743_3,b,22.983222247759137,travel
I5743_3,w,0.0,I5743_2
I5743_3,b,22.983222247759137,travel
I5743_4,w,0.0,I5743_3
I5743_4,b,22.983222247759137,travel
I5743_4,w,0.0,I5743_3
I5743_4,b,22.983222247759137,travel
I5743_5,w,0.0,I5743_4
I5743_5,b,22.983222247759137,travel
I5743_12,w,0.0,I5743_11
I5743_12,b,22.983222247759137,travel
I5743_18,w,0.0,I5743_17
I5743_18,b,22.983222247759137,travel
I5743_22,w,0.0,I5743_21
I5743_22,b,22.983222247759137,travel
I5743_22,w,0.0,I5743_21
I5743_22,b,22.983222247759137,travel
I5743_23,w,0.0,I5743_22
I5743_23,b,22.983222247759137,travel
I5745_23,w,0.0,I5745_22
I5745_23,b,22.983222247759137,travel
I5743_23,w,0.0,I5743_22
I5743_23,b,22.983222247759137,travel
I5745_24,w,0.0,I5745_23
I5745_24,b,22.983222247759137,travel
I5743_25,w,0.0,I5743_24
I5743_25,b,22.983222247759137,travel
I5743_25,w,0.0,I5743_24
I5743_25,b,22.983222247759137,travel
I51569_26,w,0.0,I51569_25
I51569_26,b,22.983222247759137,travel
I5743_28,w,0.0,I5743_27
I5743_28,b,22.983222247759137,travel
I51569_28,w,0.0,I51569_27
I51569_28,b,22.983222247759137,travel
I5743_28,w,0.0,I5743_27
I5743_28,b,22.983222247759137,travel
6E2033_10,w,0.0,6E2033_9
6E2033_10,b,22.977941176470587,travel
6E2028_14,w,0.0,6E2028_13
6E2028_14,b,22.82583884957772,travel
6E2028_16,w,0.0,6E2028_15
6E2028_16,b,22.82583884957772,travel
6E2028_18,w,0.0,6E2028_17
6E2028_18,b,22.82583884957772,travel
6E2028_20,w,0.0,6E2028_19
6E2028_20,b,22.82583884957772,travel
6E2028_21,w,0.0,6E2028_20
6E2028_21,b,22.82583884957772,travel
6E2028_23,w,0.0,6E2028_22
6E2028_23,b,22.82583884957772,travel
QP1128_28,w,0.0,QP1128_27
QP1128_28,b,22.82583884957772,travel
UK955_15,w,0.0,UK955_14
UK955_15,b,22.77385561375541,travel
QP1128_7,w,0.0,QP1128_6
QP1128_7,b,22.629554197782305,travel
QP1128_8,w,0.0,QP1128_7
QP1128_8,b,22.629554197782305,travel
QP1128_9,w,0.0,QP1128_8
QP1128_9,b,22.629554197782305,travel
QP1128_10,w,0.0,QP1128_9
QP1128_10,b,22.629554197782305,travel
QP1128_11,w,0.0,QP1128_10
QP1128_11,b,22.629554197782305,travel
QP1128_12,w,0.0,QP1128_11
QP1128_12,b,22.629554197782305,travel
QP1128_19,w,0.0,QP1128_18
QP1128_19,b,22.629554197782305,travel
QP1128_25,w,0.0,QP1128_24
QP1128_25,b,22.629554197782305,travel
6E2033_10,w,0.0,6E2033_9
6E2033_10,b,22.512381809995496,travel
6E2033_3,w,0.0,6E2033_2
6E2033_3,b,22.40143369175627,travel
6E2033_8,w,0.0,6E2033_7
6E2033_8,b,22.40143369175627,travel
6E2033_12,w,0.0,6E2033_11
6E2033_12,b,22.40143369175627,travel
6E6475_10,w,0.0,6E6475_9
6E6475_10,b,22.168033695411218,travel
6E6475_11,w,0.0,6E6475_10
6E6475_11,b,22.168033695411218,travel
6E6034_11,w,0.0,6E6034_10
6E6034_11,b,22.168033695411218,travel
6E6034_11,w,0.0,6E6034_10
6E6034_11,b,22.168033695411218,travel
UK929_20,w,0.0,UK929_19
UK929_20,b,21.910604732690622,travel
UK929_21,w,0.0,UK929_20
UK929_21,b,21.910604732690622,travel
UK929_22,w,0.0,UK929_21
UK929_22,b,21.910604732690622,travel
UK929_23,w,0.0,UK929_22
UK929_23,b,21.910604732690622,travel
UK929_24,w,0.0,UK929_23
UK929_24,b,21.910604732690622,travel
UK929_25,w,0.0,UK929_24
UK929_25,b,21.910604732690622,travel
UK929_26,w,0.0,UK929_25
UK929_26,b,21.910604732690622,travel
UK929_27,w,0.0,UK929_26
UK929_27,b,21.910604732690622,travel
UK929_28,w,0.0,UK929_27
UK929_28,b,21.910604732690622,travel
UK929_26,w,0.0,UK929_25
UK929_26,b,21.76278563656148,travel
6E2033_3,w,0.0,6E2033_2
6E2033_3,b,21.720243266724587,travel
6E6475_6,w,0.0,6E6475_5
6E6475_6,b,21.720243266724587,travel
6E2033_8,w,0.0,6E2033_7
6E2033_8,b,21.720243266724587,travel
6E2033_11,w,0.0,6E2033_10
6E2033_11,b,21.663778162911612,travel
6E6475_12,w,0.0,6E6475_11
6E6475_12,b,21.663778162911612,travel
6E6034_12,w,0.0,6E6034_11
6E6034_12,b,21.663778162911612,travel
6E6034_12,w,0.0,6E6034_11
6E6034_12,b,21.663778162911612,travel
6E6034_13,w,0.0,6E6034_12
6E6034_13,b,21.663778162911612,travel
6E6034_16,w,0.0,6E6034_15
6E6034_16,b,21.663778162911612,travel
UK969_19,w,0.0,UK969_18
UK969_19,b,21.663778162911612,travel
UK979_19,w,0.0,UK979_18
UK979_19,b,21.663778162911612,travel
UK969_20,w,0.0,UK969_19
UK969_20,b,21.663778162911612,travel
UK969_21,w,0.0,UK969_20
UK969_21,b,21.663778162911612,travel
UK979_21,w,0.0,UK979_20
UK979_21,b,21.663778162911612,travel
UK969_22,w,0.0,UK969_21
UK969_22,b,21.663778162911612,travel
UK979_22,w,0.0,UK979_21
UK979_22,b,21.663778162911612,travel
UK969_23,w,0.0,UK969_22
UK969_23,b,21.663778162911612,travel
UK979_23,w,0.0,UK979_22
UK979_23,b,21.663778162911612,travel
UK969_24,w,0.0,UK969_23
UK969_24,b,21.663778162911612,travel
UK969_25,w,0.0,UK969_24
UK969_25,b,21.663778162911612,travel
UK979_25,w,0.0,UK979_24
UK979_25,b,21.663778162911612,travel
UK969_26,w,0.0,UK969_25
UK969_26,b,21.663778162911612,travel
UK979_26,w,0.0,UK979_25
UK979_26,b,21.663778162911612,travel
UK979_27,w,0.0,UK979_26
UK979_27,b,21.663778162911612,travel
UK969_28,w,0.0,UK969_27
UK969_28,b,21.663778162911612,travel
UK979_28,w,0.0,UK979_27
UK979_28,b,21.663778162911612,travel
6E607_8,w,0.0,6E607_7
6E607_8,b,21.537798836958864,travel
6E607_14,w,0.0,6E607_13
6E607_14,b,21.537798836958864,travel
6E153_14,w,0.0,6E153_13
6E153_14,b,21.537798836958864,travel
6E607_14,w,0.0,6E607_13
6E607_14,b,21.537798836958864,travel
UK929_14,w,0.0,UK929_13
UK929_14,b,21.514629948364888,travel
UK929_16,w,0.0,UK929_15
UK929_16,b,21.514629948364888,travel
UK929_17,w,0.0,UK929_16
UK929_17,b,21.514629948364888,travel
UK969_19,w,0.0,UK969_18
UK969_19,b,21.514629948364888,travel
UK979_19,w,0.0,UK979_18
UK979_19,b,21.514629948364888,travel
UK969_26,w,0.0,UK969_25
UK969_26,b,21.514629948364888,travel
UK979_26,w,0.0,UK979_25
UK979_26,b,21.514629948364888,travel
6E2117_3,w,0.0,6E2117_2
6E2117_3,b,21.510002151000215,travel
6E2117_4,w,0.0,6E2117_3
6E2117_4,b,21.510002151000215,travel
6E2117_5,w,0.0,6E2117_4
6E2117_5,b,21.510002151000215,travel
6E2117_8,w,0.0,6E2117_7
6E2117_8,b,21.510002151000215,travel
6E2117_9,w,0.0,6E2117_8
6E2117_9,b,21.510002151000215,travel
6E2117_11,w,0.0,6E2117_10
6E2117_11,b,21.510002151000215,travel
6E2028_13,w,0.0,6E2028_12
6E2028_13,b,21.510002151000215,travel
UK979_19,w,0.0,UK979_18
UK979_19,b,21.417862497322766,travel
UK929_14,w,0.0,UK929_13
UK929_14,b,21.372088053002777,travel
UK929_16,w,0.0,UK929_15
UK929_16,b,21.372088053002777,travel
UK929_17,w,0.0,UK929_16
UK929_17,b,21.372088053002777,travel
I5743_27,w,0.0,I5743_26
I5743_27,b,21.372088053002777,travel
6E2033_9,w,0.0,6E2033_8
6E2033_9,b,21.30379207498935,travel
6E6034_18,w,0.0,6E6034_17
6E6034_18,b,21.30379207498935,travel
UK969_14,w,0.0,UK969_13
UK969_14,b,21.27659574468085,travel
UK929_14,w,0.0,UK929_13
UK929_14,b,21.27659574468085,travel
UK979_15,w,0.0,UK979_14
UK979_15,b,21.27659574468085,travel
UK979_17,w,0.0,UK979_16
UK979_17,b,21.27659574468085,travel
UK929_17,w,0.0,UK929_16
UK929_17,b,21.27659574468085,travel
UK969_14,w,0.0,UK969_13
UK969_14,b,21.132713440405748,travel
UK979_15,w,0.0,UK979_14
UK979_15,b,21.132713440405748,travel
UK979_17,w,0.0,UK979_16
UK979_17,b,21.132713440405748,travel
UK943_19,w,0.0,UK943_18
UK943_19,b,21.101498206372653,travel
UK963_19,w,0.0,UK963_18
UK963_19,b,21.101498206372653,travel
UK943_20,w,0.0,UK943_19
UK943_20,b,21.101498206372653,travel
UK963_20,w,0.0,UK963_19
UK963_20,b,21.101498206372653,travel
UK943_22,w,0.0,UK943_21
UK943_22,b,21.101498206372653,travel
UK963_22,w,0.0,UK963_21
UK963_22,b,21.101498206372653,travel
UK943_23,w,0.0,UK943_22
UK943_23,b,21.101498206372653,travel
UK963_23,w,0.0,UK963_22
UK963_23,b,21.101498206372653,travel
UK963_24,w,0.0,UK963_23
UK963_24,b,21.101498206372653,travel
UK943_25,w,0.0,UK943_24
